video_id,frame_timestamp,x1,y1,x2,y2,action_id,person_id
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,6,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,1,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,19,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,17,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,10,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,12,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,14,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,24,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,6,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,1,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,19,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,17,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,10,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,12,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,14,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,24,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,6,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,1,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,19,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,17,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,10,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,12,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,14,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,24,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,6,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,1,2
1_clip_000,221,0.187539,0.353931,0.269539,0.777500,19,2
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,17,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,10,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,12,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,14,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,24,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,6,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,1,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,19,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,17,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,10,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,12,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,14,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,24,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,6,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,1,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,19,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,17,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,10,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,12,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,14,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,24,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,6,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,1,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,19,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,17,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,10,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,12,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,14,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,24,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,6,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,1,3
1_clip_000,221,0.911703,0.000750,0.998516,0.291069,19,3
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,17,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,10,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,12,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,14,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,24,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,6,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,1,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,19,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,17,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,10,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,12,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,14,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,24,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,6,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,1,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,19,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,17,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,10,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,12,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,14,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,24,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,6,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,1,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,19,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,17,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,10,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,12,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,14,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,24,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,6,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,1,4
1_clip_000,221,0.373352,0.000083,0.466547,0.125750,19,4
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,17,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,10,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,12,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,14,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,24,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,6,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,1,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,19,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,17,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,10,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,12,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,14,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,24,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,6,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,1,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,19,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,17,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,10,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,12,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,14,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,24,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,6,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,1,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,19,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,17,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,10,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,12,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,14,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,24,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,6,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,1,5
1_clip_000,221,0.796047,0.000681,0.839570,0.252889,19,5
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,17,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,10,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,12,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,14,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,24,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,6,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,1,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,19,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,17,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,10,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,12,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,14,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,24,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,6,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,1,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,19,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,17,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,10,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,12,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,14,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,24,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,6,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,1,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,19,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,17,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,10,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,12,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,14,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,24,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,6,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,1,6
1_clip_000,221,0.553297,0.000236,0.584930,0.101931,19,6
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,17,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,10,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,12,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,14,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,24,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,6,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,1,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,19,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,17,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,10,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,12,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,14,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,24,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,6,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,1,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,19,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,17,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,10,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,12,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,14,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,24,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,6,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,1,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,19,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,17,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,10,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,12,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,14,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,24,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,6,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,1,1
1_clip_001,152,0.001391,0.623986,0.103633,0.996722,19,1
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,17,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,10,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,12,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,14,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,24,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,6,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,1,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,19,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,17,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,10,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,12,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,14,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,24,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,6,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,1,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,19,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,17,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,10,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,12,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,14,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,24,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,6,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,1,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,19,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,17,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,10,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,12,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,14,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,24,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,6,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,1,2
1_clip_001,152,0.910695,0.001167,0.999594,0.291722,19,2
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,17,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,10,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,12,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,14,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,24,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,6,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,1,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,19,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,17,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,10,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,12,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,14,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,24,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,6,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,1,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,19,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,17,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,10,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,12,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,14,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,24,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,6,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,1,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,19,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,17,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,10,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,12,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,14,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,24,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,6,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,1,3
1_clip_001,152,0.146328,0.348194,0.259875,0.758319,19,3
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,17,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,10,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,12,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,14,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,24,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,6,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,1,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,19,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,17,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,10,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,12,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,14,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,24,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,6,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,1,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,19,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,17,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,10,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,12,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,14,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,24,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,6,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,1,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,19,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,17,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,10,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,12,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,14,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,24,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,6,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,1,4
1_clip_001,152,0.797609,0.000611,0.839430,0.250500,19,4
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,17,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,10,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,12,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,14,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,24,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,6,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,1,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,19,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,17,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,10,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,12,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,14,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,24,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,6,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,1,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,19,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,17,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,10,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,12,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,14,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,24,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,6,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,1,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,19,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,17,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,10,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,12,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,14,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,24,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,6,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,1,5
1_clip_001,152,0.504594,-0.000111,0.560461,0.101417,19,5
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,17,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,10,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,12,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,14,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,24,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,6,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,1,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,19,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,17,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,10,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,12,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,14,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,24,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,6,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,1,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,19,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,17,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,10,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,12,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,14,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,24,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,6,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,1,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,19,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,17,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,10,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,12,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,14,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,24,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,6,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,1,6
1_clip_001,152,0.424586,0.000167,0.460156,0.097222,19,6
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,17,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,10,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,12,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,14,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,24,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,6,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,1,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,19,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,17,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,10,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,12,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,14,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,24,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,6,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,1,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,19,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,17,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,10,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,12,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,14,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,24,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,6,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,1,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,19,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,17,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,10,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,12,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,14,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,24,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,6,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,1,1
1_clip_002,152,0.234289,0.000306,0.302008,0.259639,19,1
1_clip_002,152,0.911719,0.001153,0.998383,0.290639,17,2
1_clip_002,152,0.911719,0.001153,0.998383,0.290639,10,2
1_clip_002,152,0.911719,0.001153,0.998383,0.290639,12,2
1_clip_002,152,0.911719,0.001153,0.998383,0.290639,14,2
1_clip_002,152,0.911719,0.001153,0.998383,0.290639,24,2
